LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Unnamed: 1,Unnamed: 2,Q4/2024,Q1/2025,LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP
- Hoàn nhập chi phí dự phòng,,,,,
"- Lãi từ thanh lý tài sản cố định, BĐSĐT",,,,,
"- Lãi từ thanh lý các khoản đầu tư vào công ty con và công ty liên doanh, liên kết",,,,,
- Lãi khác,,,,,
5. Thay đổi tài sản và nợ phải trả hoạt động,,,,,
- Tăng (giảm) tài sản tài chính ghi nhận thông qua lãi lỗ,,,,,
- Tăng (giảm) các khoản đầu tư giữ đến ngày đáo hạn,,,,,
"- Tăng, giảm các khoản cho vay khách hàng",,,,,
- Tăng (giảm) tài sản tài chính sẵn sàng để bán,,,,,
- Tăng (giảm) các khoản phải thu,,,,,
- Tăng (giảm) vay và nợ thuê tài sản tài chính,,,,,
- Tăng (giảm) vay tài sản tài chính,,,,,
- Tăng (giảm) Trái phiếu chuyển đổi - Cấu phần nợ,,,,,
- Tăng (giảm) Trái phiếu phát hành,,,,,
- Tăng (giảm) vay Quỹ Hỗ trợ thanh toán,,,,,
6. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,,,,
"(-) Tăng, (+) giảm phải thu bán các tài sản tài chính",,,,,
"(-) Tăng, (+) giảm phải thu tiền lãi các tài sản tài chính",,,,,
"(-) Tăng, (+) giảm các khoản phải thu các dịch vụ CTCK cung cấp",,,,,
"(-) Tăng, (+) giảm các khoản phải thu về lỗi giao dịch chứng khoán",,,,,
"(-) Tăng, (+) giảm các khoản phải thu khác",,,,,
- Tăng (giảm) các tài sản khác,,,,,
"- Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,,,,
"- Tăng, giảm chi phí trả trước",,,,,
- Thuế thu nhập doanh nghiệp đã nộp,,,,,
- Tiền lãi vay đã trả,,,,,
"(+) Tăng, (-) giảm phải trả cho người bán",,,,,
"(+) Tăng, (-) giảm phải trả Tổ chức phát hành chứng khoán",,,,,
"(+) Tăng, (-) giảm các khoản trích nộp phúc lợi nhân viên",,,,,
"(+) Tăng, (-) giảm thuế và các khoản phải nộp Nhà nước",,,,,
"(+) Tăng, (-) giảm phải trả người lao động",,,,,
- Tăng/ giảm các khoản phải trả về lỗi giao dịch các TSTC,,,,,
"(+) Tăng, (-) giảm phải trả, phải nộp khác",,,,,
"(+) Tăng, (-) giảm Thuế TNDN CTCK đã nộp",,,,,
"- Tăng, giảm hàng tồn kho (Tăng/giảm chứng khoán tự doanh)",,,,,
- Tiền thu khác từ hoạt động kinh doanh,,,,,
- Tiền chi khác cho hoạt động kinh doanh,,,,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh chứng khoán,,,,,
II. LƯU CHUYỂN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,,,,
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,,,,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,,,,
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,,,,
"5. Tiền chi đầu tư vốn vào công ty con, công ty liên doanh, liên kết và đầu tư khác",,,,,
"6. Tiền thu thanh lý các khoản đầu tư vào công ty con, công ty liên doanh, liên kết và đầu tư khác",,,,,
7. Tiền thu về cổ tức và lợi nhuận được chia,,,,,
8. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
9. Tiền thu khác từ hoạt động đầu tư,,,,,
10. Tiền chi khác từ hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,,,,,
III. LƯU CHUYỂN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu quỹ",,,,,
3. Tiền vay gốc,,,,,
3.1. Tiền vay Quỹ Hỗ trợ thanh toán,,,,,
3.2. Tiền vay khác,,,,,
4. Tiền chi trả nợ gốc vay,,,,,
4.1. Tiền chi trả gốc vay Quỹ Hỗ trợ thanh toán,,,,,
4.2. Tiền chi trả nợ gốc vay tài sản tài chính,,,,,
4.3. Tiền chi trả gốc nợ vay khác,,,,,
5. Tiền chi trả nợ thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,,,,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác từ hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,,,,,
IV. Lưu chuyển tiền thuần trong kỳ,,,,,
V. Tiền và tương đương tiền đầu kỳ,,,,,
Tiền gửi ngân hàng đầu kỳ:,,,,,
- Tiền gửi ngân hàng cho hoạt động CTCK,,,,,
- Các khoản tương đương tiền,,,,,
- Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ (đầu kỳ),,,,,
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,,,,,
Tiền gửi ngân hàng cuối kỳ:,,,,,
- Tiền gửi ngân hàng cho hoạt động CTCK,,,,,
- Các khoản tương đương tiền,,,,,
- Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ (cuối kỳ),,,,,
"PHẦN LƯU CHUYỂN TIỀN TỆ HOẠT ĐỘNG MÔI GIỚI, ỦY THÁC CỦA KHÁCH HÀNG",,,,,
"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,
1. Tiền thu bán chứng khoán môi giới cho khách hàng,,,,,
2. Tiền chi mua chứng khoán môi giới cho khách hàng,,,,,
3. Tiền thu bán chứng khoán ủy thác của khách hàng,,,,,
4. Tiền chi bán chứng khoán ủy thác của khách hàng,,,,,
5. Thu tiền từ tài khoản vãng lai của khách hàng,,,,,
6. Chi tiền từ tài khoản vãng lai của khách hàng,,,,,
7. Thu vay Quỹ Hỗ trợ thanh toán,,,,,
8. Chi trả vay Quỹ Hỗ trợ thanh toán,,,,,
9. Nhận tiền gửi để thanh toán giao dịch chứng khoán của khách hàng,,,,,
10. Tiền gửi ký quỹ của NĐT tại VSD,,,,,
11. Chi trả thanh toán giao dịch chứng khoán của khách hàng,,,,,
12. Nhận tiền gửi của Nhà đầu tư cho hoạt động ủy thác đầu tư của khách hàng,,,,,
13. Chi trả cho hoạt động ủy thác đầu tư của khách hàng,,,,,
14. Chi trả phí lưu ký chứng khoán của khách hàng,,,,,
15. Thu lỗi giao dịch chứng khoán,,,,,
16. Chi lỗi giao dịch chứng khoán,,,,,
17. Tiền thu của Tổ chức phát hành chứng khoán,,,,,
18. Tiền chi trả Tổ chức phát hành chứng khoán,,,,,
"19. Tiền thu khác từ hoạt động môi giới, ủy thác của khách hàng",,,,,
"20. Tiền chi khác từ hoạt động môi giới, ủy thác của khách hàng",,,,,
Tăng/giảm tiền thuần trong kỳ,,,,,
II. Tiền và các khoản tương đương tiền đầu kỳ của khách hàng,,,,,
Tiền gửi ngân hàng đầu kỳ:,,,,,
-Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,,,,
Trong đó có kỳ hạn,,,,,
-Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức Ngân hàng thương mại quản lý,,,,,
Trong đó có kỳ hạn,,,,,
-Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,,,,
-Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,,,,,
-Tiền gửi của tổ chức phát hành,,,,,
Trong đó có kỳ hạn,,,,,
Các khoản tương đương tiền,,,,,
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
III. Tiền và các khoản tương đương tiền cuối kỳ của khách hàng,,,,,
Tiền gửi ngân hàng cuối kỳ:,,,,,
-Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,,,,
Trong đó có kỳ hạn,,,,,
-Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức Ngân hàng thương mại quản lý,,,,,
Trong đó có kỳ hạn,,,,,
-Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,,,,
-Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,,,,,
-Tiền gửi của tổ chức phát hành,,,,,
Trong đó có kỳ hạn,,,,,
Các khoản tương đương tiền,,,,,
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
,,,01/10-31/12,01/01-31/03,Giai đoạn
,,,Mới nhất,Đơn lẻ,Hợp nhất
,,,VST Tính,Chưa kiểm toán,Kiểm toán
,,,,,Công ty kiểm toán
,,,,,Ý kiến kiểm toán
,,,,,
,,,,,I. Lưu chuyển tiền từ hoạt động kinh doanh
,,,,,1. Tiền đã chi mua các tài sản tài chính
,,,,,2. Tiền đã thu từ bán các tài sản tài chính
,,,,,3. Tiền thu từ hoạt động kinh doanh
,,,,,4. Tiền chi hoạt động kinh doanh
,,,,,5. Tiền chi nộp Quỹ hỗ trợ thanh toán
,,,,,6. Cổ tức đã nhận
,,,,,7. Tiền lãi đã thu
,,,,,8. Tiền thu giao dịch chứng khoán khách hàng
,,,,,9. Tiền chi trả giao dịch chứng khoán khách hàng
,,,,,10. Tiền thu bán chứng khoán phát hành
,,,,,11. Tiền chi trả tổ chức phát hành chứng khoán
,,,,,12. Tiền chi trả cho người cung cấp hàng hóa và dịch vụ
,,,,,13. Tiền chi trả lãi vay cho hoạt động của CTCK
,,,,,14. Tiền chi trả Tổ chức cung cấp dịch vụ cho CTCK
,,,,,15. Tiền chi trả cho người lao động
,,,,,16. Tiền chi nộp thuế liên quan đến hoạt động CTCK
,,,,,"17. Tiền chi thanh toán các chi phí cho hoạt động mua, bán các tài sản tài chính (chi phí giao dịch, phí chuyển tiền)"
,,,,,18. Tiền chi nộp thuế thu nhập doanh nghiệp
,,,,,19. Tiền thu khác từ hoạt động kinh doanh
,,,,,20. Tiền chi khác cho hoạt động kinh doanh
,,,,,21. Điều chỉnh khác
,,,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh chứng khoán
,,,,,II. Lưu chuyển tiền từ hoạt động đầu tư
,,,,,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác"
,,,,,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác"
,,,,,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác"
,,,,,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác"
,,,,,5. Tiền chi đầu tư góp vốn vào đơn vị khác
,,,,,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác
,,,,,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia"
,,,,,8. Tiền thu khác từ hoạt động đầu tư
,,,,,9. Tiền chi khác từ hoạt động đầu tư
,,,,,Lưu chuyển tiền thuần từ hoạt động đầu tư
,,,,,III. Lưu chuyển tiền từ hoạt động tài chính
,,,,,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu"
,,,,,"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua cổ phiếu quỹ"
,,,,,3. Tiền vay gốc
,,,,,3.1. Tiền vay Quỹ Hỗ trợ thanh toán
,,,,,3.2. Tiền vay khác
,,,,,4. Tiền chi trả nợ gốc vay
,,,,,4.1. Tiền chi trả gốc vay Quỹ Hỗ trợ thanh toán
,,,,,4.2. Tiền chi trả nợ gốc vay tài sản tài chính
,,,,,4.3. Tiền chi trả gốc nợ vay khác
,,,,,5. Tiền chi trả nợ thuê tài chính
,,,,,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu"
,,,,,7. Tiền thu khác từ hoạt động tài chính
,,,,,8. Tiền chi khác từ hoạt động tài chính
,,,,,Lưu chuyển tiền thuần từ hoạt động tài chính
,,,,,IV. Tăng/giảm tiền thuần trong kỳ
,,,,,V. Tiền và các khoản tương đương tiền tồn đầu kỳ
,,,,,Tiền gửi ngân hàng đầu kỳ:
,,,,,- Tiền gửi ngân hàng cho hoạt động CTCK
,,,,,Các khoản tương đương tiền
,,,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ (đầu kỳ)
,,,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ
,,,,,VI. Tiền và các khoản tương đương tiền cuối kỳ
,,,,,Tiền gửi ngân hàng cuối kỳ:
,,,,,- Tiền gửi ngân hàng cho hoạt động CTCK
,,,,,Các khoản tương đương tiền
,,,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ (cuối kỳ)
,,,,,"PHẦN LƯU CHUYỂN TIỀN TỆ HOẠT ĐỘNG MÔI GIỚI, ỦY THÁC CỦA KHÁCH HÀNG"
,,,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng"
,,,,,1. Tiền thu bán chứng khoán môi giới cho khách hàng
,,,,,2. Tiền chi mua chứng khoán môi giới cho khách hàng
,,,,,3. Tiền thu bán chứng khoán ủy thác của khách hàng
,,,,,4. Tiền cho bán chứng khoán ủy thác của khách hàng
,,,,,5. Thu tiền từ tài khoản vãng lai của khách hàng
,,,,,6. Chi tiền từ tài khoản vãng lai của khách hàng
,,,,,7. Thu vay Quỹ Hỗ trợ thanh toán
,,,,,8. Chi trả vay Quỹ Hỗ trợ thanh toán
,,,,,9. Nhận tiền gửi để thanh toán giao dịch chứng khoán của khách hàng
,,,,,10. Tiền gửi ký quỹ của NĐT tại VSD
,,,,,11. Chi trả thanh toán giao dịch chứng khoán của khách hàng
,,,,,12. Nhận tiền gửi của Nhà đầu tư cho hoạt động ủy thác đầu tư của khách hàng
,,,,,13. Chi trả cho hoạt động ủy thác đầu tư của khách hàng
,,,,,14. Chi trả phí lưu ký chứng khoán của khách hàng
,,,,,15. Thu lỗi giao dịch chứng khoán
,,,,,16. Chi lỗi giao dịch chứng khoán
,,,,,17. Tiền thu của Tổ chức phát hành chứng khoán
,,,,,18. Tiền chi trả Tổ chức phát hành chứng khoán
,,,,,"19. Tiền thu khác từ hoạt động môi giới, ủy thác của khách hàng"
,,,,,"20. Tiền chi khác từ hoạt động môi giới, ủy thác của khách hàng"
,,,,,Tăng/giảm tiền thuần trong kỳ
,,,,,II. Tiền và các khoản tương đương tiền đầu kỳ của khách hàng
,,,,,Tiền gửi ngân hàng đầu kỳ:
,,,,,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý
,,,,,Trong đó có kỳ hạn
,,,,,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức Ngân hàng thương mại quản lý
,,,,,Trong đó có kỳ hạn
,,,,,- Tiền gửi bù trừ và thanh toán giao dịch chứng khoán
,,,,,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng
,,,,,- Tiền gửi của tổ chức phát hành
,,,,,Trong đó có kỳ hạn
,,,,,Các khoản tương đương tiền
,,,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ
,,,,,III. Tiền và các khoản tương đương tiền cuối kỳ của khách hàng
,,,,,Tiền gửi ngân hàng cuối kỳ:
,,,,,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý
,,,,,Trong đó có kỳ hạn
,,,,,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức Ngân hàng thương mại quản lý
,,,,,Trong đó có kỳ hạn
,,,,,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng
,,,,,- Tiền gửi bù trừ và thanh toán giao dịch chứng khoán
,,,,,- Tiền gửi của tổ chức phát hành
,,,,,Trong đó có kỳ hạn
,,,,,Các khoản tương đương tiền
,,,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ
